type,date,amount,id,name,memo,source,category,spend_type,vendor,month,year,amount_inv
DEBIT,2025-10-14,-124.09,1000030272813479D,External Withdrawal,Auto Insurance Insurance Corporation of BC 030321177776,beem_ch,auto/local trans,,,10-2025,2025,124.09
DEBIT,2025-10-14,-58.15,1000030272813478D,Point Of Sale Withdrawal,BURRARD LIQUOR STORE VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,58.15
DEBIT,2025-10-14,-8.49,2.0251E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,10-2025,2025,8.49
DEBIT,2025-10-14,-10.49,7.40834E+22,WealthicaMONTREAL QC,,scotia_visa,business,,,10-2025,2025,10.49
DEBIT,2025-10-14,-20,2025-09-20~2025-10-16~1759408,CHARGEPOINT CANADA,,td_visa,auto/local trans,,,10-2025,2025,20
DEBIT,2025-10-14,-5.5,2025-09-20~2025-10-16~1759398,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,5.5
CREDIT,2025-10-15,1199.01,1000030272813485C,External Deposit,Rent/Leases VANTAGE WEST-NEW TRUST AR4070,beem_ch,rental inc,,,10-2025,2025,-1199.01
DEBIT,2025-10-15,-12.31,2025-09-20~2025-10-15~1805260,Amazon Channels,,td_visa,entertainment,,,10-2025,2025,12.31
DEBIT,2025-10-15,-257.7,2025-09-20~2025-10-17~1808422,AIRBNB * HMBFKEZBMJ,,td_visa,travel/transport,,,10-2025,2025,257.7
DEBIT,2025-10-16,-22.75,undefined,INTEREST CHARGES,,scotia_visa,int/bank chg/tax,,,10-2025,2025,22.75
DEBIT,2025-10-16,-117.6,2.52892E+16,Koodo Mobile BPY,,td_ch,utilities,,,10-2025,2025,117.6
DEBIT,2025-10-16,-15.67,2025-09-20~2025-10-17~1808412,Amazon.ca*NM2ZG6372,,td_visa,supplies/services,,,10-2025,2025,15.67
DEBIT,2025-10-17,-44.16,1000030272813486D,Point Of Sale Withdrawal,MUM'S THE WORD - COMME VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,44.16
DEBIT,2025-10-17,-17.51,2.0251E+14,INTEREST CHARGES,INTEREST CHARGES,cap_one_visa,int/bank chg/tax,,,10-2025,2025,17.51
DEBIT,2025-10-17,-7.83,2.0251E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,business,,,10-2025,2025,7.83
DEBIT,2025-10-18,-36.89,1000030272813487D,Point Of Sale Withdrawal,JAK'S KITSILANO VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,36.89
DEBIT,2025-10-18,-5.59,2025-09-20~2025-10-20~1207085,PrimeVideo.c*NU46A1TU0,,td_visa,entertainment,,,10-2025,2025,5.59
DEBIT,2025-10-19,-137.28,1000030272813488D,Point Of Sale Withdrawal,AU COMPTOIR VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,137.28
DEBIT,2025-10-20,-130.06,1000030272813489D,Point Of Sale Withdrawal,TST-Nook Restaurant - VancouverBCCA,beem_ch,food & bev,,,10-2025,2025,130.06
DEBIT,2025-10-20,-15.98,2.0251E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,10-2025,2025,15.98
DEBIT,2025-10-20,-81.14,2.0251E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,10-2025,2025,81.14
DEBIT,2025-10-20,-162.4,2.0251E+14,MICROSOFT*MICROSOFT 36,MICROSOFT*MICROSOFT 36,cap_one_visa,business,,,10-2025,2025,162.4
DEBIT,2025-10-20,-6.09,2.0251E+12,EV CHARGING,EV CHARGING,cap_one_visa,auto/local trans,,,10-2025,2025,6.09
DEBIT,2025-10-20,-22.06,2025-09-20~2025-10-20~1951335,INTEREST CHARGE -PURCHASE,,td_visa,int/bank chg/tax,,,10-2025,2025,22.06
DEBIT,2025-10-20,-8.77,2025-09-20~2025-10-20~1207095,ZIPBY,,td_visa,auto/local trans,,,10-2025,2025,8.77
DEBIT,2025-10-21,-34.33,1000030272813492D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,34.33
DEBIT,2025-10-21,-31.14,1000030272813491D,Point Of Sale Withdrawal,LIBERTY WINE MERCHANTS VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,31.14
DEBIT,2025-10-21,-85.26,1000030272813490D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,85.26
CREDIT,2025-10-21,4900,2025-10-21~2025-10-22~1754151,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,10-2025,2025,-4900
CREDIT,2025-10-21,5.5,2025-10-21~2025-10-22~1754131,WHOLE FOODS MARKET,,td_visa,food & bev,,,10-2025,2025,-5.5
DEBIT,2025-10-21,-5.5,2025-10-21~2025-10-22~1754121,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,5.5
DEBIT,2025-10-21,-5.5,2025-10-21~2025-10-23~1755530,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,5.5
DEBIT,2025-10-22,-19.03,1000030272813493D,Point Of Sale Withdrawal,CANADIAN TIRE #389 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,19.03
DEBIT,2025-10-22,-3.35,2025-10-21~2025-10-22~1754141,Ad free for PrimeVideo,,td_visa,entertainment,,,10-2025,2025,3.35
CREDIT,2025-10-23,2000,2.52962E+16,IW313 TFR-FR 6051374,,td_ch,transfer/pmt,,,10-2025,2025,-2000
DEBIT,2025-10-24,-179.18,2.0251E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,recreation/educ,,,10-2025,2025,179.18
DEBIT,2025-10-25,-40.29,2.40113E+22,ANTHROPIC.COMCA,,scotia_visa,business,,,10-2025,2025,40.29
DEBIT,2025-10-25,-11.19,2025-10-21~2025-10-27~1212475,Amazon.ca Prime Member,,td_visa,entertainment,,,10-2025,2025,11.19
DEBIT,2025-10-26,-10.92,1000030272813496D,Point Of Sale Withdrawal,SQ *JJ BEAN COFFEE ROA VancouverBCCA,beem_ch,food & bev,,,10-2025,2025,10.92
DEBIT,2025-10-26,-34.01,1000030272813495D,Point Of Sale Withdrawal,ANGRY OTTER @ CAMBIE VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,34.01
DEBIT,2025-10-26,-115.8,1000030272813494D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,115.8
DEBIT,2025-10-27,-81.14,2.0251E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,10-2025,2025,81.14
DEBIT,2025-10-27,-73.32,2.0251E+12,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,,,10-2025,2025,73.32
DEBIT,2025-10-27,-30.61,7.40834E+22,HOSTPAPABURLINGTON ON,,scotia_visa,business,,,10-2025,2025,30.61
DEBIT,2025-10-27,-206.98,2025-10-21~2025-10-27~1212485,EDDIE BAUER-ECOMM,,td_visa,supplies/services,,,10-2025,2025,206.98
DEBIT,2025-10-28,-51.15,1000030272813499D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,51.15
DEBIT,2025-10-28,-41.73,1000030272813498D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,41.73
DEBIT,2025-10-28,-16.16,1000030272813497D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,16.16
DEBIT,2025-10-28,-10.49,2.0251E+14,DOORDASHDASHPASS,DOORDASHDASHPASS,cap_one_visa,food & bev,,,10-2025,2025,10.49
DEBIT,2025-10-28,-5.5,2025-10-21~2025-10-30~1801189,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,5.5
DEBIT,2025-10-29,-11.07,1000030272813500D,Point Of Sale Withdrawal,Store VancouverBCCA,beem_ch,food & bev,,,10-2025,2025,11.07
CREDIT,2025-10-29,528.48,7.4529E+22,TD TrustTORONTO,,scotia_visa,transfer/pmt,,,10-2025,2025,-528.48
DEBIT,2025-10-29,-314,2.53022E+16,HT001 TFR-TO C/C,,td_ch,transfer/pmt,,,10-2025,2025,314
DEBIT,2025-10-29,-50.67,2.53022E+16,BC HYDRO Z5X6A9,,td_ch,utilities,,,10-2025,2025,50.67
DEBIT,2025-10-29,-750,2.53022E+16,CAPTL ONE MC Z5X6H2,,td_ch,transfer/pmt,,,10-2025,2025,750
DEBIT,2025-10-29,-528.48,2.53022E+16,SCOTIA VISA Z5X6H3,,td_ch,transfer/pmt,,,10-2025,2025,528.48
DEBIT,2025-10-29,-145.6,2.53022E+16,Telus Comm BPY,,td_ch,utilities,,,10-2025,2025,145.6
CREDIT,2025-10-29,314,2025-10-21~2025-10-30~1801199,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,10-2025,2025,-314
DEBIT,2025-10-30,-10.57,1000030272813501D,Point Of Sale Withdrawal,THE FEDERAL STORE VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,10.57
CREDIT,2025-10-30,750,2.0251E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,10-2025,2025,-750
DEBIT,2025-10-30,-14.55,2.0251E+14,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,cap_one_visa,entertainment,,,10-2025,2025,14.55
DEBIT,2025-10-31,-29.99,1000030272813504D,Point Of Sale Withdrawal,GRANVILLE STREET LIQUO VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,29.99
DEBIT,2025-10-31,-36.03,1000030272813503D,Point Of Sale Withdrawal,SHOPPERS DRUG MART 202 VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,36.03
DEBIT,2025-10-31,-54.86,1000030272813502D,Point Of Sale Withdrawal,SQ *SUPERFLUX BEER COM VancouverBCCA,beem_ch,food & bev,,,10-2025,2025,54.86
DEBIT,2025-10-31,-6.52,2.0251E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,10-2025,2025,6.52
DEBIT,2025-10-31,-1.23,2.53051E+16,OVERDRAFT INTEREST,,td_ch,int/bank chg/tax,,,10-2025,2025,1.23
DEBIT,2025-10-31,-3.95,2.53051E+16,MONTHLY ACCOUNT FEE,,td_ch,int/bank chg/tax,,,10-2025,2025,3.95
DEBIT,2025-11-01,-31.26,1000030272813506D,Point Of Sale Withdrawal,TREES ORGANIC COFFEE VANCOUVERBCCA,beem_ch,food & bev,,,11-2025,2025,31.26
DEBIT,2025-11-01,-134.4,1000030272813505D,Point Of Sale Withdrawal,BANANA REPUBLIC CA 673 VANCOUVERBCCA,beem_ch,supplies/services,,,11-2025,2025,134.4
DEBIT,2025-11-01,-14.37,2.02511E+14,"GITHUB, INC.","GITHUB, INC.",cap_one_visa,business,,,11-2025,2025,14.37
DEBIT,2025-11-01,-32.3,7.45379E+22,Amazon Web Serviceswww.amazon.c,,scotia_visa,business,,,11-2025,2025,32.3
DEBIT,2025-11-02,-17.61,1000030272813507D,Point Of Sale Withdrawal,BC LIQUOR #177 VANCOUVERBCCA,beem_ch,food & bev,,,11-2025,2025,17.61
DEBIT,2025-11-03,-974.19,1000030272813510D,External Withdrawal,Mortgage Home Trust Company 0003196939,beem_ch,rental inc,,,11-2025,2025,974.19
DEBIT,2025-11-03,-40.32,1000030272813509D,Point Of Sale Withdrawal,CHOPPED BARBERSHOP VANCOUVERBCCA,beem_ch,food & bev,,,11-2025,2025,40.32
DEBIT,2025-11-03,-105.24,1000030272813508D,Point Of Sale Withdrawal,TST-Las Margaritas VancouverBCCA,beem_ch,food & bev,,,11-2025,2025,105.24
DEBIT,2025-11-03,-8.98,2.02511E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,11-2025,2025,8.98
DEBIT,2025-11-03,-15.67,2.02511E+12,TESLA,TESLA,cap_one_visa,entertainment,,,11-2025,2025,15.67
DEBIT,2025-11-03,-360.02,2.53072E+16,KAS 3604 Radius FEE,,td_ch,rental inc,,,11-2025,2025,360.02
CHECK,2025-11-03,-2125,2.53081E+16,CHQ#00049-3144890675,,td_ch,rent,,,11-2025,2025,2125
DEBIT,2025-11-03,-1030.77,2025-10-21~2025-11-04~1804502,AIRBNB * HMBFKEZBMJ,,td_visa,travel/transport,,,11-2025,2025,1030.77
DEBIT,2025-11-03,-1.15,2025-10-21~2025-11-05~1759572,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,11-2025,2025,1.15
DEBIT,2025-11-03,-246.4,2025-10-21~2025-11-05~1759552,#327 SPORT CHEK,,td_visa,supplies/services,,,11-2025,2025,246.4
CREDIT,2025-11-04,3000,2.53082E+16,WO223 TFR-FR 6051374,,td_ch,transfer/pmt,,,11-2025,2025,-3000
DEBIT,2025-11-04,-69.95,2025-10-21~2025-11-05~1759562,WWW.BLOOMEX.CA,,td_visa,gifts/donations,,,11-2025,2025,69.95
DEBIT,2025-11-05,-41.6,1000030272813513D,Point Of Sale Withdrawal,SQ *LA GROTTA DEL FORM VancouverBCCA,beem_ch,food & bev,,,11-2025,2025,41.6
DEBIT,2025-11-05,-5.46,1000030272813512D,Point Of Sale Withdrawal,SQ *JJ BEAN COFFEE ROA VancouverBCCA,beem_ch,food & bev,,,11-2025,2025,5.46
DEBIT,2025-11-05,-29.73,1000030272813511D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,11-2025,2025,29.73
DEBIT,2025-11-05,-3.13,2.02511E+14,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,11-2025,2025,3.13
DEBIT,2025-11-05,-5.5,2025-10-21~2025-11-06~1753600,IMPARK00011928U,,td_visa,auto/local trans,,,11-2025,2025,5.5
DEBIT,2025-11-06,-16.79,1000030272813515D,Point Of Sale Withdrawal,834_YVR_Red_Cedar RichmondBCCA,beem_ch,travel/transport,,,11-2025,2025,16.79
DEBIT,2025-11-06,-16.8,1000030272813514D,Point Of Sale Withdrawal,SHINE AUTO WASH VANCOUVERBCCA,beem_ch,auto/local trans,,,11-2025,2025,16.8
DEBIT,2025-11-06,-3.79,2.02511E+14,MOBI BY ROGERS,MOBI BY ROGERS,cap_one_visa,auto/local trans,,,11-2025,2025,3.79
DEBIT,2025-11-06,-29.8,2025-10-21~2025-11-07~1807372,UBER CANADA/UBERTRIP,,td_visa,travel/transport,,,11-2025,2025,29.8
DEBIT,2025-11-06,-333.88,2025-10-21~2025-11-07~1807362,BCAA-INSURANCE,,td_visa,travel/transport,,,11-2025,2025,333.88
DEBIT,2025-11-06,-13.6,2025-10-21~2025-11-07~1807352,Kindle Svcs,,td_visa,entertainment,,,11-2025,2025,13.6
DEBIT,2025-11-06,-108.96,2025-10-21~2025-11-10~1221034,YVR INTL LIFT BAR & GRILL,,td_visa,food & bev,,,11-2025,2025,108.96
DEBIT,2025-11-07,-4.47,2.02511E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,business,,,11-2025,2025,4.47
DEBIT,2025-11-07,-91.61,2025-10-21~2025-11-10~1221074,ODEON RESTAURATI,,td_visa,food & bev,,,11-2025,2025,91.61
DEBIT,2025-11-07,-43.47,2025-10-21~2025-11-10~1221064,CMN E-BILLETS 2343752,,td_visa,travel/transport,,,11-2025,2025,43.47
DEBIT,2025-11-07,-5.96,2025-10-21~2025-11-10~1221054,UBER CANADA/UBERTRIP,,td_visa,auto/local trans,,,11-2025,2025,5.96
DEBIT,2025-11-07,-50.15,2025-10-21~2025-11-10~1221044,SNCF VOYAGEURS,,td_visa,travel/transport,,,11-2025,2025,50.15
DEBIT,2025-11-08,-14.21,2.02511E+14,Spotify P3C36A3D1C,Spotify P3C36A3D1C,cap_one_visa,entertainment,,,11-2025,2025,14.21
DEBIT,2025-11-08,-345.28,2025-10-21~2025-11-10~1221174,LE DOME,,td_visa,food & bev,,,11-2025,2025,345.28
DEBIT,2025-11-08,-75.25,2025-10-21~2025-11-10~1221134,LOUVRETICKET INT2726905,,td_visa,recreation/educ,,,11-2025,2025,75.25
DEBIT,2025-11-08,-18.39,2025-10-21~2025-11-10~1221124,LA FREGATE 4777102,,td_visa,food & bev,,,11-2025,2025,18.39
DEBIT,2025-11-08,-15.05,2025-10-21~2025-11-10~1221114,SQ *BONJOUR JACOB SAINT G,,td_visa,food & bev,,,11-2025,2025,15.05
DEBIT,2025-11-08,-214.02,2025-10-21~2025-11-10~1221104,SNCF-VOYAGEURS,,td_visa,travel/transport,,,11-2025,2025,214.02
DEBIT,2025-11-08,-331.06,2025-10-21~2025-11-10~1221094,TXANGO TOURS,,td_visa,recreation/educ,,,11-2025,2025,331.06
DEBIT,2025-11-08,-143.8,2025-10-21~2025-11-10~1221084,LE FUMOIR,,td_visa,food & bev,,,11-2025,2025,143.8
DEBIT,2025-11-09,-377.88,2025-10-21~2025-11-10~1221204,LE COLVERT 4153179,,td_visa,food & bev,,,11-2025,2025,377.88
DEBIT,2025-11-09,-152.99,2025-10-21~2025-11-10~1221194,LA SUITE ODEON,,td_visa,travel/transport,,,11-2025,2025,152.99
DEBIT,2025-11-09,-7.52,2025-10-21~2025-11-10~1221184,MAISON MULOT,,td_visa,food & bev,,,11-2025,2025,7.52
DEBIT,2025-11-09,-48.49,2025-10-21~2025-11-10~1221164,APPLE STORE R566,,td_visa,supplies/services,,,11-2025,2025,48.49
DEBIT,2025-11-09,-4.18,2025-10-21~2025-11-10~1221154,SERVICE NAVIGO 4042878,,td_visa,travel/transport,,,11-2025,2025,4.18
DEBIT,2025-11-09,-4.18,2025-10-21~2025-11-10~1221144,SERVICE NAVIGO 4042878,,td_visa,travel/transport,,,11-2025,2025,4.18
DEBIT,2025-11-10,-108.01,2025-10-21~2025-11-12~1840107,THE CAFE BOZART,,td_visa,food & bev,,,11-2025,2025,108.01
DEBIT,2025-11-10,-76.92,2025-10-21~2025-11-12~1840097,BRASS LA BOURSE,,td_visa,food & bev,,,11-2025,2025,76.92
DEBIT,2025-11-10,-60.2,2025-10-21~2025-11-12~1840087,COLLECTION PINAU,,td_visa,recreation/educ,,,11-2025,2025,60.2
DEBIT,2025-11-10,-7.52,2025-10-21~2025-11-12~1840077,MAISON MULOT,,td_visa,food & bev,,,11-2025,2025,7.52
DEBIT,2025-11-11,-16.51,2025-10-21~2025-11-12~1840157,AU PETIT SUISSE,,td_visa,food & bev,,,11-2025,2025,16.51
DEBIT,2025-11-11,-21.69,2025-10-21~2025-11-12~1840147,PANTHEON 2322383,,td_visa,food & bev,,,11-2025,2025,21.69
DEBIT,2025-11-11,-120.11,2025-10-21~2025-11-12~1840137,L ATELIER DU CH 4404295,,td_visa,food & bev,,,11-2025,2025,120.11
DEBIT,2025-11-11,-9.01,2025-10-21~2025-11-12~1840127,BOULANGERIE SEC 4078359,,td_visa,food & bev,,,11-2025,2025,9.01
DEBIT,2025-11-11,-110.09,2025-10-21~2025-11-12~1840117,Sunday*Loulou,,td_visa,food & bev,,,11-2025,2025,110.09
DEBIT,2025-11-12,-124.09,1000030272813516D,External Withdrawal,Auto Insurance Insurance Corporation of BC 034310548982,beem_ch,auto/local trans,,,11-2025,2025,124.09
DEBIT,2025-11-12,-10.83,2025-10-21~2025-11-13~1802551,GG TRANSALPINO 4058448,,td_visa,food & bev,,,11-2025,2025,10.83
DEBIT,2025-11-12,-129.96,2025-10-21~2025-11-13~1802541,WWW.MIDATICKET.IT - Duom,,td_visa,recreation/educ,,,11-2025,2025,129.96
DEBIT,2025-11-12,-154.12,2025-10-21~2025-11-13~1802531,HOTEL DE L'ODEON,,td_visa,travel/transport,,,11-2025,2025,154.12
DEBIT,2025-11-12,-30.25,2025-10-21~2025-11-13~1802521,UBER,,td_visa,auto/local trans,,,11-2025,2025,30.25
DEBIT,2025-11-12,-3.33,2025-10-21~2025-11-13~1802511,UBER *TRIP,,td_visa,travel/transport,,,11-2025,2025,3.33
DEBIT,2025-11-13,-27.99,2.02511E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,,,11-2025,2025,27.99
DEBIT,2025-11-13,-344.94,2.53171E+16,FX ATM W/D _V,,td_ch,food & bev,,,11-2025,2025,344.94
DEBIT,2025-11-13,-5,2.53181E+16,FX ATM W/D FEE,,td_ch,food & bev,,,11-2025,2025,5
DEBIT,2025-11-13,-7.16,2025-10-21~2025-11-14~1755117,BAR TABACCHI RIVIERA,,td_visa,food & bev,,,11-2025,2025,7.16
DEBIT,2025-11-14,-146.14,1000030272813518D,External Withdrawal,Auto Insurance Insurance Corporation of BC 031288468051,beem_ch,auto/local trans,,,11-2025,2025,146.14
CREDIT,2025-11-14,2037.91,1000030272813517C,External Deposit,Rent/Leases VANTAGE WEST-NEW TRUST AR4070,beem_ch,rental inc,,,11-2025,2025,-2037.91
DEBIT,2025-11-14,-10.49,7.40834E+22,WealthicaMONTREAL QC,,scotia_visa,business,,,11-2025,2025,10.49
DEBIT,2025-11-14,-20.1,2025-10-21~2025-11-17~1233580,BOAT SERVICE S.A.S. DI D,,td_visa,auto/local trans,,,11-2025,2025,20.1
DEBIT,2025-11-15,-20.1,2025-10-21~2025-11-17~1233630,Zettle_*MAGMA SRL,,td_visa,food & bev,,,11-2025,2025,20.1
DEBIT,2025-11-15,-217.44,2025-10-21~2025-11-17~1233620,ITALIARAIL.COM,,td_visa,travel/transport,,,11-2025,2025,217.44
DEBIT,2025-11-15,-16.75,2025-10-21~2025-11-17~1233610,DOMNIA PAY,,td_visa,food & bev,,,11-2025,2025,16.75
DEBIT,2025-11-15,-86.68,2025-10-21~2025-11-17~1233600,ZETTLE_*MAGMA SRL,,td_visa,food & bev,,,11-2025,2025,86.68
DEBIT,2025-11-15,-2025.36,2025-10-21~2025-11-17~1233590,EXPEDIA 73302217690026,,td_visa,travel/transport,,,11-2025,2025,2025.36
CREDIT,2025-11-16,16.64,undefined,ANNUAL CASH BACK,,scotia_visa,int/bank chg/tax,,,11-2025,2025,-16.64
DEBIT,2025-11-16,-2.15,undefined-1,INTEREST CHARGES,,scotia_visa,int/bank chg/tax,,,11-2025,2025,2.15
DEBIT,2025-11-16,-477.38,2025-10-21~2025-11-17~1233670,LA MONGOLFIERA SNC,,td_visa,food & bev,,,11-2025,2025,477.38
DEBIT,2025-11-16,-90.46,2025-10-21~2025-11-17~1233660,WWW.MIDATICKET.IT - Duom,,td_visa,recreation/educ,,,11-2025,2025,90.46
DEBIT,2025-11-16,-62.39,2025-10-21~2025-11-17~1233650,CARREFOUR 0071,,td_visa,food & bev,,,11-2025,2025,62.39
DEBIT,2025-11-16,-116.42,2025-10-21~2025-11-17~1233640,CAFFETTERIA,,td_visa,food & bev,,,11-2025,2025,116.42
DEBIT,2025-11-17,-16.92,2.02511E+14,INTEREST CHARGES,INTEREST CHARGES,cap_one_visa,int/bank chg/tax,,,11-2025,2025,16.92
DEBIT,2025-11-17,-76.81,2.02511E+14,WWW.MIDATICKET.IT - Bi,WWW.MIDATICKET.IT - Bi,cap_one_visa,food & bev,,,11-2025,2025,76.81
DEBIT,2025-11-17,-3319.2,2.02511E+12,EXPEDIA 72068286022956,EXPEDIA 72068286022956,cap_one_visa,travel/transport,,,11-2025,2025,3319.2
DEBIT,2025-11-17,-117.6,2.53212E+16,Koodo Mobile BPY,,td_ch,utilities,,,11-2025,2025,117.6
CREDIT,2025-11-17,2000,2025-10-21~2025-11-18~1806621,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,11-2025,2025,-2000
DEBIT,2025-11-17,-16.75,2025-10-21~2025-11-18~1806611,LUCAS BAR,,td_visa,food & bev,,,11-2025,2025,16.75
DEBIT,2025-11-17,-32.99,2025-10-21~2025-11-18~1806601,GIUSEPPE MININO D.I,,td_visa,food & bev,,,11-2025,2025,32.99
DEBIT,2025-11-17,-12.73,2025-10-21~2025-11-18~1806591,Giacomo Caffe,,td_visa,food & bev,,,11-2025,2025,12.73
CREDIT,2025-11-19,1289.8,2025-11-20~2025-11-20~1752014,EXPEDIA 73259977375425,,td_visa,travel/transport,,,11-2025,2025,-1289.8
CREDIT,2025-11-19,2025.36,2025-11-20~2025-11-20~1752024,EXPEDIA 73302217690026,,td_visa,travel/transport,,,11-2025,2025,-2025.36
DEBIT,2025-11-19,-241.63,2025-11-20~2025-11-20~1752034,Giacomo Rosticceria,,td_visa,food & bev,,,11-2025,2025,241.63
DEBIT,2025-11-19,-8.03,2025-11-20~2025-11-20~1752044,PAN,,td_visa,food & bev,,,11-2025,2025,8.03
DEBIT,2025-11-19,-2.17,2025-11-20~2025-11-20~1752054,BAR TABACCHI,,td_visa,food & bev,,,11-2025,2025,2.17
DEBIT,2025-11-21,-53.26,2.02511E+14,WWW.FONDAZIONEPRADA.OR,WWW.FONDAZIONEPRADA.OR,cap_one_visa,entertainment,,,11-2025,2025,53.26
DEBIT,2025-11-21,-61.59,2.02511E+14,Microsoft*EA Play 12 M,Microsoft*EA Play 12 M,cap_one_visa,business,,,11-2025,2025,61.59
DEBIT,2025-11-21,-16.68,2025-11-20~2025-11-24~1233273,DOMNIA PAY,,td_visa,food & bev,,,11-2025,2025,16.68
DEBIT,2025-11-21,-188.48,2025-11-20~2025-11-24~1233283,SEBASTIAN,,td_visa,food & bev,,,11-2025,2025,188.48
DEBIT,2025-11-21,-113.09,2025-11-20~2025-11-24~1233293,TRENITALIA - LEFRECCE,,td_visa,travel/transport,,,11-2025,2025,113.09
DEBIT,2025-11-22,-3.67,2025-11-20~2025-11-25~1801618,CLESS TICKET ATM MILANO,,td_visa,travel/transport,,,11-2025,2025,3.67
DEBIT,2025-11-22,-16.69,2025-11-20~2025-11-24~1233303,DOMNIA PAY,,td_visa,food & bev,,,11-2025,2025,16.69
DEBIT,2025-11-23,-580.87,2025-11-20~2025-11-24~1233313,Terme Milano s.r.l.,,td_visa,recreation/educ,,,11-2025,2025,580.87
DEBIT,2025-11-24,-3.66,2.02511E+14,WWW.ATM.IT APP MAAS,WWW.ATM.IT APP MAAS,cap_one_visa,food & bev,,,11-2025,2025,3.66
DEBIT,2025-11-24,-32.54,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,11-2025,2025,32.54
CREDIT,2025-11-24,3000,2.5328E+16,E-TRANSFER ***Mqx,,td_ch,transfer/pmt,,,11-2025,2025,-3000
DEBIT,2025-11-24,-2500,2.53281E+16,SEND E-TFR ***Uzd,Newton,td_ch,investment,,,11-2025,2025,2500
DEBIT,2025-11-24,-6.67,2025-11-20~2025-11-25~1801608,ROSSOPOMODORO STAZIONE,,td_visa,food & bev,,,11-2025,2025,6.67
CREDIT,2025-11-24,800,2025-11-20~2025-11-25~1801628,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,11-2025,2025,-800
DEBIT,2025-11-25,-16.7,2025-11-20~2025-11-26~1805313,SUCCEDE SOLO A BOLOGNA AP,,td_visa,food & bev,,,11-2025,2025,16.7
DEBIT,2025-11-25,-242.13,2025-11-20~2025-11-26~1805323,RISTORANTE CIACCO,,td_visa,food & bev,,,11-2025,2025,242.13
DEBIT,2025-11-25,-2.84,2025-11-20~2025-11-26~1805333,BELLAVISTA CAFE SRL,,td_visa,food & bev,,,11-2025,2025,2.84
DEBIT,2025-11-26,-30.61,7.40834E+22,HOSTPAPABURLINGTON ON,,scotia_visa,business,,,11-2025,2025,30.61
DEBIT,2025-11-26,-12.59,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,11-2025,2025,12.59
DEBIT,2025-11-26,-21.75,2025-11-20~2025-11-27~1802011,STRAVAGANZE SAS DI POL,,td_visa,food & bev,,,11-2025,2025,21.75
